avg_burst_time,burst_variance,arrival_staggering,number_of_processes,context_switch_penalty,preemption_cost,efficiency_weight,fairness_weight,starvation_weight,algorithm_id,total_cost
9.0,8.571428571428571,1.5907898179514348,7,2.0,3.0,0.1,1.5,3.0,2,516.3836734693878
9.0,8.571428571428571,1.5907898179514348,7,2.0,3.0,0.1,1.5,3.0,3,286.8979591836735
9.0,8.571428571428571,1.5907898179514348,7,2.0,3.0,0.1,1.5,3.0,4,792.1408163265306
7.857142857142857,1.5510204081632655,0.4517539514526256,7,0.5,1.0,0.2,0.1,0.2,0,1043.1918367346939
7.857142857142857,1.5510204081632655,0.4517539514526256,7,0.5,1.0,0.2,0.1,0.2,1,5040.857142857143
7.857142857142857,1.5510204081632655,0.4517539514526256,7,0.5,1.0,0.2,0.1,0.2,2,5037.857142857143
7.857142857142857,1.5510204081632655,0.4517539514526256,7,0.5,1.0,0.2,0.1,0.2,3,5033.7959183673465
7.857142857142857,1.5510204081632655,0.4517539514526256,7,0.5,1.0,0.2,0.1,0.2,4,40.19183673469388
11.5,14.5,10.074720839804943,8,0.5,0.5,1.5,0.05,0.2,0,60.96796875
11.5,14.5,10.074720839804943,8,0.5,0.5,1.5,0.05,0.2,1,60.461718749999996
11.5,14.5,10.074720839804943,8,0.5,0.5,1.5,0.05,0.2,2,56.961718749999996
11.5,14.5,10.074720839804943,8,0.5,0.5,1.5,0.05,0.2,3,100.634375
11.5,14.5,10.074720839804943,8,0.5,0.5,1.5,0.05,0.2,4,69.62421875
10.428571428571429,45.95918367346939,1.178030178747903,7,0.5,0.5,1.5,0.05,0.2,0,89.09795918367347
10.428571428571429,45.95918367346939,1.178030178747903,7,0.5,0.5,1.5,0.05,0.2,1,61.84285714285714
10.428571428571429,45.95918367346939,1.178030178747903,7,0.5,0.5,1.5,0.05,0.2,2,58.506122448979596
10.428571428571429,45.95918367346939,1.178030178747903,7,0.5,0.5,1.5,0.05,0.2,3,95.43469387755103
10.428571428571429,45.95918367346939,1.178030178747903,7,0.5,0.5,1.5,0.05,0.2,4,80.38367346938776
9.714285714285714,6.775510204081633,3.0169588688489823,7,0.5,0.5,1.5,0.05,0.2,0,63.19183673469388
9.714285714285714,6.775510204081633,3.0169588688489823,7,0.5,0.5,1.5,0.05,0.2,1,60.65510204081633
9.714285714285714,6.775510204081633,3.0169588688489823,7,0.5,0.5,1.5,0.05,0.2,2,57.65510204081633
9.714285714285714,6.775510204081633,3.0169588688489823,7,0.5,0.5,1.5,0.05,0.2,3,91.49591836734695
9.714285714285714,6.775510204081633,3.0169588688489823,7,0.5,0.5,1.5,0.05,0.2,4,61.214285714285715
12.571428571428571,2.2448979591836737,0.6388765649999398,7,2.0,3.0,0.1,1.5,3.0,0,1128.2714285714285
12.571428571428571,2.2448979591836737,0.6388765649999398,7,2.0,3.0,0.1,1.5,3.0,1,1103.5244897959183
12.571428571428571,2.2448979591836737,0.6388765649999398,7,2.0,3.0,0.1,1.5,3.0,2,1108.7346938775513
12.571428571428571,2.2448979591836737,0.6388765649999398,7,2.0,3.0,0.1,1.5,3.0,3,409.3571428571429
12.571428571428571,2.2448979591836737,0.6388765649999398,7,2.0,3.0,0.1,1.5,3.0,4,1099.7673469387755
8.0,10.333333333333334,8.749603165604459,6,0.5,1.0,0.2,0.1,0.2,0,11.922222222222222
8.0,10.333333333333334,8.749603165604459,6,0.5,1.0,0.2,0.1,0.2,1,1011.8138888888889
8.0,10.333333333333334,8.749603165604459,6,0.5,1.0,0.2,0.1,0.2,2,1011.2472222222223
8.0,10.333333333333334,8.749603165604459,6,0.5,1.0,0.2,0.1,0.2,3,1022.1138888888889
8.0,10.333333333333334,8.749603165604459,6,0.5,1.0,0.2,0.1,0.2,4,11.022222222222222
5.5,43.25,1.9148542155126762,6,0.5,0.5,1.5,0.05,0.2,0,35.83333333333333
5.5,43.25,1.9148542155126762,6,0.5,0.5,1.5,0.05,0.2,1,35.34444444444445
5.5,43.25,1.9148542155126762,6,0.5,0.5,1.5,0.05,0.2,2,10.177777777777777
5.5,43.25,1.9148542155126762,6,0.5,0.5,1.5,0.05,0.2,3,17.206944444444446
5.5,43.25,1.9148542155126762,6,0.5,0.5,1.5,0.05,0.2,4,34.356944444444444
10.75,12.4375,2.680951323690902,8,0.5,1.0,0.2,0.1,0.2,0,5079.49375
10.75,12.4375,2.680951323690902,8,0.5,1.0,0.2,0.1,0.2,1,6074.1234375
10.75,12.4375,2.680951323690902,8,0.5,1.0,0.2,0.1,0.2,2,5073.76875
10.75,12.4375,2.680951323690902,8,0.5,1.0,0.2,0.1,0.2,3,5060.2234375
10.75,12.4375,2.680951323690902,8,0.5,1.0,0.2,0.1,0.2,4,88.7734375
8.75,0.1875,0.82915619758885,4,0.5,1.0,0.2,0.1,0.2,0,17.668750000000003
8.75,0.1875,0.82915619758885,4,0.5,1.0,0.2,0.1,0.2,1,18.01875
8.75,0.1875,0.82915619758885,4,0.5,1.0,0.2,0.1,0.2,2,16.51875
8.75,0.1875,0.82915619758885,4,0.5,1.0,0.2,0.1,0.2,3,1020.45
8.75,0.1875,0.82915619758885,4,0.5,1.0,0.2,0.1,0.2,4,16.168750000000003
12.285714285714286,3.346938775510204,10.167976942442426,7,0.5,0.5,1.5,0.05,0.2,0,48.83877551020409
12.285714285714286,3.346938775510204,10.167976942442426,7,0.5,0.5,1.5,0.05,0.2,1,49.720408163265304
12.285714285714286,3.346938775510204,10.167976942442426,7,0.5,0.5,1.5,0.05,0.2,2,46.720408163265304
12.285714285714286,3.346938775510204,10.167976942442426,7,0.5,0.5,1.5,0.05,0.2,3,82.59591836734694
12.285714285714286,3.346938775510204,10.167976942442426,7,0.5,0.5,1.5,0.05,0.2,4,70.21224489795918
14.75,55.6875,0.7071067811865476,4,2.0,3.0,0.1,1.5,3.0,0,472.00625
14.75,55.6875,0.7071067811865476,4,2.0,3.0,0.1,1.5,3.0,1,377.05625
14.75,55.6875,0.7071067811865476,4,2.0,3.0,0.1,1.5,3.0,2,451.20625
14.75,55.6875,0.7071067811865476,4,2.0,3.0,0.1,1.5,3.0,3,396.55
14.75,55.6875,0.7071067811865476,4,2.0,3.0,0.1,1.5,3.0,4,849.4
10.166666666666666,13.805555555555555,3.72677996249965,6,0.5,1.0,0.2,0.1,0.2,0,4038.947222222222
10.166666666666666,13.805555555555555,3.72677996249965,6,0.5,1.0,0.2,0.1,0.2,1,2032.8333333333333
10.166666666666666,13.805555555555555,3.72677996249965,6,0.5,1.0,0.2,0.1,0.2,2,1041.325
10.166666666666666,13.805555555555555,3.72677996249965,6,0.5,1.0,0.2,0.1,0.2,3,1046.9805555555556
10.166666666666666,13.805555555555555,3.72677996249965,6,0.5,1.0,0.2,0.1,0.2,4,38.88055555555556
9.0,2.8,0.4898979485566356,5,0.5,1.0,0.2,0.1,0.2,0,1024.896
9.0,2.8,0.4898979485566356,5,0.5,1.0,0.2,0.1,0.2,1,1024.896
9.0,2.8,0.4898979485566356,5,0.5,1.0,0.2,0.1,0.2,2,1022.896
9.0,2.8,0.4898979485566356,5,0.5,1.0,0.2,0.1,0.2,3,1026.1
9.0,2.8,0.4898979485566356,5,0.5,1.0,0.2,0.1,0.2,4,28.304000000000002
9.833333333333334,5.472222222222222,10.15573182438808,6,2.0,3.0,0.1,1.5,3.0,0,105.025
9.833333333333334,5.472222222222222,10.15573182438808,6,2.0,3.0,0.1,1.5,3.0,1,105.025
9.833333333333334,5.472222222222222,10.15573182438808,6,2.0,3.0,0.1,1.5,3.0,2,95.025
9.833333333333334,5.472222222222222,10.15573182438808,6,2.0,3.0,0.1,1.5,3.0,3,186.69166666666666
9.833333333333334,5.472222222222222,10.15573182438808,6,2.0,3.0,0.1,1.5,3.0,4,366.2916666666666
7.428571428571429,54.244897959183675,1.3997084244475304,7,0.5,0.5,1.5,0.05,0.2,0,41.26326530612245
7.428571428571429,54.244897959183675,1.3997084244475304,7,0.5,0.5,1.5,0.05,0.2,1,40.720408163265304
7.428571428571429,54.244897959183675,1.3997084244475304,7,0.5,0.5,1.5,0.05,0.2,2,24.0
7.428571428571429,54.244897959183675,1.3997084244475304,7,0.5,0.5,1.5,0.05,0.2,3,39.02448979591836
7.428571428571429,54.244897959183675,1.3997084244475304,7,0.5,0.5,1.5,0.05,0.2,4,40.03877551020408
9.428571428571429,8.816326530612246,3.325841921949376,7,0.5,1.0,0.2,0.1,0.2,0,3044.657142857143
9.428571428571429,8.816326530612246,3.325841921949376,7,0.5,1.0,0.2,0.1,0.2,1,5046.0775510204085
9.428571428571429,8.816326530612246,3.325841921949376,7,0.5,1.0,0.2,0.1,0.2,2,5043.0775510204085
9.428571428571429,8.816326530612246,3.325841921949376,7,0.5,1.0,0.2,0.1,0.2,3,5040.95306122449
9.428571428571429,8.816326530612246,3.325841921949376,7,0.5,1.0,0.2,0.1,0.2,4,52.195918367346934
10.333333333333334,1.8888888888888886,0.4714045207910317,6,2.0,3.0,0.1,1.5,3.0,0,577.9
10.333333333333334,1.8888888888888886,0.4714045207910317,6,2.0,3.0,0.1,1.5,3.0,1,583.1666666666666
10.333333333333334,1.8888888888888886,0.4714045207910317,6,2.0,3.0,0.1,1.5,3.0,2,573.1666666666666
10.333333333333334,1.8888888888888886,0.4714045207910317,6,2.0,3.0,0.1,1.5,3.0,3,306.1
10.333333333333334,1.8888888888888886,0.4714045207910317,6,2.0,3.0,0.1,1.5,3.0,4,644.5666666666667
10.25,13.6875,6.34428877022476,4,0.5,0.5,1.5,0.05,0.2,0,25.209375
10.25,13.6875,6.34428877022476,4,0.5,0.5,1.5,0.05,0.2,1,20.509375
10.25,13.6875,6.34428877022476,4,0.5,0.5,1.5,0.05,0.2,2,19.009375
10.25,13.6875,6.34428877022476,4,0.5,0.5,1.5,0.05,0.2,3,40.784375
10.25,13.6875,6.34428877022476,4,0.5,0.5,1.5,0.05,0.2,4,21.909375
8.75,55.9375,1.5761900266148114,8,2.0,3.0,0.1,1.5,3.0,0,940.28125
8.75,55.9375,1.5761900266148114,8,2.0,3.0,0.1,1.5,3.0,1,600.9265625
8.75,55.9375,1.5761900266148114,8,2.0,3.0,0.1,1.5,3.0,2,586.9265625
8.75,55.9375,1.5761900266148114,8,2.0,3.0,0.1,1.5,3.0,3,781.1515625
8.75,55.9375,1.5761900266148114,8,2.0,3.0,0.1,1.5,3.0,4,961.68125
12.0,4.666666666666667,2.560381915956203,6,0.5,0.5,1.5,0.05,0.2,0,65.68333333333334
12.0,4.666666666666667,2.560381915956203,6,0.5,0.5,1.5,0.05,0.2,1,63.72777777777778
12.0,4.666666666666667,2.560381915956203,6,0.5,0.5,1.5,0.05,0.2,2,61.22777777777778
12.0,4.666666666666667,2.560381915956203,6,0.5,0.5,1.5,0.05,0.2,3,97.1625
12.0,4.666666666666667,2.560381915956203,6,0.5,0.5,1.5,0.05,0.2,4,68.54444444444445
12.4,2.2399999999999998,0.9797958971132713,5,2.0,3.0,0.1,1.5,3.0,0,573.0
12.4,2.2399999999999998,0.9797958971132713,5,2.0,3.0,0.1,1.5,3.0,1,605.4000000000001
12.4,2.2399999999999998,0.9797958971132713,5,2.0,3.0,0.1,1.5,3.0,2,597.4000000000001
12.4,2.2399999999999998,0.9797958971132713,5,2.0,3.0,0.1,1.5,3.0,3,236.12
12.4,2.2399999999999998,0.9797958971132713,5,2.0,3.0,0.1,1.5,3.0,4,593.8
10.875,12.359375,12.774486291041217,8,2.0,3.0,0.1,1.5,3.0,0,306.98125
10.875,12.359375,12.774486291041217,8,2.0,3.0,0.1,1.5,3.0,1,295.63125
10.875,12.359375,12.774486291041217,8,2.0,3.0,0.1,1.5,3.0,2,311.8890625
10.875,12.359375,12.774486291041217,8,2.0,3.0,0.1,1.5,3.0,3,496.58125
10.875,12.359375,12.774486291041217,8,2.0,3.0,0.1,1.5,3.0,4,689.3390625
12.714285714285714,43.632653061224495,1.749635530559413,7,2.0,3.0,0.1,1.5,3.0,0,1593.9979591836736
12.714285714285714,43.632653061224495,1.749635530559413,7,2.0,3.0,0.1,1.5,3.0,1,1089.4530612244898
12.714285714285714,43.632653061224495,1.749635530559413,7,2.0,3.0,0.1,1.5,3.0,2,1185.3489795918365
12.714285714285714,43.632653061224495,1.749635530559413,7,2.0,3.0,0.1,1.5,3.0,3,1342.769387755102
12.714285714285714,43.632653061224495,1.749635530559413,7,2.0,3.0,0.1,1.5,3.0,4,1054.8775510204082
9.0,7.5,2.7726341266023544,4,2.0,3.0,0.1,1.5,3.0,0,154.325
9.0,7.5,2.7726341266023544,4,2.0,3.0,0.1,1.5,3.0,1,193.75625
9.0,7.5,2.7726341266023544,4,2.0,3.0,0.1,1.5,3.0,2,187.75625
9.0,7.5,2.7726341266023544,4,2.0,3.0,0.1,1.5,3.0,3,174.70625
9.0,7.5,2.7726341266023544,4,2.0,3.0,0.1,1.5,3.0,4,176.2
10.25,1.4375,0.8569568250501305,8,2.0,3.0,0.1,1.5,3.0,0,993.575
10.25,1.4375,0.8569568250501305,8,2.0,3.0,0.1,1.5,3.0,1,961.0890625
10.25,1.4375,0.8569568250501305,8,2.0,3.0,0.1,1.5,3.0,2,947.0890625
10.25,1.4375,0.8569568250501305,8,2.0,3.0,0.1,1.5,3.0,3,327.875
10.25,1.4375,0.8569568250501305,8,2.0,3.0,0.1,1.5,3.0,4,919.03125
11.666666666666666,6.88888888888889,10.526421783092085,6,2.0,3.0,0.1,1.5,3.0,0,246.89999999999998
11.666666666666666,6.88888888888889,10.526421783092085,6,2.0,3.0,0.1,1.5,3.0,1,378.66666666666663
11.666666666666666,6.88888888888889,10.526421783092085,6,2.0,3.0,0.1,1.5,3.0,2,579.4916666666666
11.666666666666666,6.88888888888889,10.526421783092085,6,2.0,3.0,0.1,1.5,3.0,3,247.025
11.666666666666666,6.88888888888889,10.526421783092085,6,2.0,3.0,0.1,1.5,3.0,4,579.4916666666666
12.0,61.2,0.7483314773547882,5,2.0,3.0,0.1,1.5,3.0,0,590.6000000000001
12.0,61.2,0.7483314773547882,5,2.0,3.0,0.1,1.5,3.0,1,472.12
12.0,61.2,0.7483314773547882,5,2.0,3.0,0.1,1.5,3.0,2,464.12
12.0,61.2,0.7483314773547882,5,2.0,3.0,0.1,1.5,3.0,3,613.52
12.0,61.2,0.7483314773547882,5,2.0,3.0,0.1,1.5,3.0,4,515.1600000000001
10.125,10.609375,2.1065374432940898,8,0.5,0.5,1.5,0.05,0.2,0,98.21796875
10.125,10.609375,2.1065374432940898,8,0.5,0.5,1.5,0.05,0.2,1,77.309375
10.125,10.609375,2.1065374432940898,8,0.5,0.5,1.5,0.05,0.2,2,75.29921875000001
10.125,10.609375,2.1065374432940898,8,0.5,0.5,1.5,0.05,0.2,3,110.625
10.125,10.609375,2.1065374432940898,8,0.5,0.5,1.5,0.05,0.2,4,90.796875
10.0,0.4,0.7999999999999999,5,0.5,1.0,0.2,0.1,0.2,0,1030.576
10.0,0.4,0.7999999999999999,5,0.5,1.0,0.2,0.1,0.2,1,30.856
10.0,0.4,0.7999999999999999,5,0.5,1.0,0.2,0.1,0.2,2,28.856
10.0,0.4,0.7999999999999999,5,0.5,1.0,0.2,0.1,0.2,3,1029.816
10.0,0.4,0.7999999999999999,5,0.5,1.0,0.2,0.1,0.2,4,30.776
10.6,9.840000000000002,10.342146779078318,5,0.5,0.5,1.5,0.05,0.2,0,15.371999999999998
10.6,9.840000000000002,10.342146779078318,5,0.5,0.5,1.5,0.05,0.2,1,16.668
10.6,9.840000000000002,10.342146779078318,5,0.5,0.5,1.5,0.05,0.2,2,15.831999999999999
10.6,9.840000000000002,10.342146779078318,5,0.5,0.5,1.5,0.05,0.2,3,33.071999999999996
10.6,9.840000000000002,10.342146779078318,5,0.5,0.5,1.5,0.05,0.2,4,23.612000000000002
14.0,41.0,1.5,4,0.5,1.0,0.2,0.1,0.2,0,28.925
14.0,41.0,1.5,4,0.5,1.0,0.2,0.1,0.2,1,28.925
14.0,41.0,1.5,4,0.5,1.0,0.2,0.1,0.2,2,27.425
14.0,41.0,1.5,4,0.5,1.0,0.2,0.1,0.2,3,51.825
14.0,41.0,1.5,4,0.5,1.0,0.2,0.1,0.2,4,25.76875
11.125,6.609375,1.7275343701356567,8,0.5,0.5,1.5,0.05,0.2,0,91.46171875
11.125,6.609375,1.7275343701356567,8,0.5,0.5,1.5,0.05,0.2,1,89.89921875
11.125,6.609375,1.7275343701356567,8,0.5,0.5,1.5,0.05,0.2,2,88.0125
11.125,6.609375,1.7275343701356567,8,0.5,0.5,1.5,0.05,0.2,3,124.971875
11.125,6.609375,1.7275343701356567,8,0.5,0.5,1.5,0.05,0.2,4,93.40546875
11.333333333333334,1.5555555555555556,0.8975274678557508,6,2.0,3.0,0.1,1.5,3.0,0,719.1666666666666
11.333333333333334,1.5555555555555556,0.8975274678557508,6,2.0,3.0,0.1,1.5,3.0,1,701.7249999999999
11.333333333333334,1.5555555555555556,0.8975274678557508,6,2.0,3.0,0.1,1.5,3.0,2,691.7249999999999
11.333333333333334,1.5555555555555556,0.8975274678557508,6,2.0,3.0,0.1,1.5,3.0,3,258.29166666666663
11.333333333333334,1.5555555555555556,0.8975274678557508,6,2.0,3.0,0.1,1.5,3.0,4,757.5250000000001
9.0,3.6666666666666665,7.994789970140971,6,2.0,3.0,0.1,1.5,3.0,0,139.925
9.0,3.6666666666666665,7.994789970140971,6,2.0,3.0,0.1,1.5,3.0,1,268.1
9.0,3.6666666666666665,7.994789970140971,6,2.0,3.0,0.1,1.5,3.0,2,275.29166666666663
9.0,3.6666666666666665,7.994789970140971,6,2.0,3.0,0.1,1.5,3.0,3,167.525
9.0,3.6666666666666665,7.994789970140971,6,2.0,3.0,0.1,1.5,3.0,4,173.5
11.4,42.64,1.469693845669907,5,2.0,3.0,0.1,1.5,3.0,0,344.32
11.4,42.64,1.469693845669907,5,2.0,3.0,0.1,1.5,3.0,1,314.85999999999996
11.4,42.64,1.469693845669907,5,2.0,3.0,0.1,1.5,3.0,2,404.3
11.4,42.64,1.469693845669907,5,2.0,3.0,0.1,1.5,3.0,3,538.9200000000001
11.4,42.64,1.469693845669907,5,2.0,3.0,0.1,1.5,3.0,4,325.80000000000007
9.5,7.25,2.29128784747792,4,2.0,3.0,0.1,1.5,3.0,0,188.8
9.5,7.25,2.29128784747792,4,2.0,3.0,0.1,1.5,3.0,1,204.60625
9.5,7.25,2.29128784747792,4,2.0,3.0,0.1,1.5,3.0,2,214.25
9.5,7.25,2.29128784747792,4,2.0,3.0,0.1,1.5,3.0,3,117.50625
9.5,7.25,2.29128784747792,4,2.0,3.0,0.1,1.5,3.0,4,182.8
12.25,3.1875,0.8660254037844386,8,0.5,0.5,1.5,0.05,0.2,0,120.21796875000001
12.25,3.1875,0.8660254037844386,8,0.5,0.5,1.5,0.05,0.2,1,114.73046875
12.25,3.1875,0.8660254037844386,8,0.5,0.5,1.5,0.05,0.2,2,111.23046875
12.25,3.1875,0.8660254037844386,8,0.5,0.5,1.5,0.05,0.2,3,150.54296875
12.25,3.1875,0.8660254037844386,8,0.5,0.5,1.5,0.05,0.2,4,113.34296875000001
9.714285714285714,7.632653061224489,9.00566714998542,7,0.5,0.5,1.5,0.05,0.2,0,33.33877551020409
9.714285714285714,7.632653061224489,9.00566714998542,7,0.5,0.5,1.5,0.05,0.2,1,34.33877551020408
9.714285714285714,7.632653061224489,9.00566714998542,7,0.5,0.5,1.5,0.05,0.2,2,31.33877551020408
9.714285714285714,7.632653061224489,9.00566714998542,7,0.5,0.5,1.5,0.05,0.2,3,61.31224489795919
9.714285714285714,7.632653061224489,9.00566714998542,7,0.5,0.5,1.5,0.05,0.2,4,45.42040816326531
9.75,54.6875,1.920286436967152,4,2.0,3.0,0.1,1.5,3.0,0,348.125
9.75,54.6875,1.920286436967152,4,2.0,3.0,0.1,1.5,3.0,1,196.325
9.75,54.6875,1.920286436967152,4,2.0,3.0,0.1,1.5,3.0,2,164.925
9.75,54.6875,1.920286436967152,4,2.0,3.0,0.1,1.5,3.0,3,193.925
9.75,54.6875,1.920286436967152,4,2.0,3.0,0.1,1.5,3.0,4,350.45625
9.0,7.5,2.912795049432761,8,2.0,3.0,0.1,1.5,3.0,0,591.6640625
9.0,7.5,2.912795049432761,8,2.0,3.0,0.1,1.5,3.0,1,594.7640625
9.0,7.5,2.912795049432761,8,2.0,3.0,0.1,1.5,3.0,2,598.6140625
9.0,7.5,2.912795049432761,8,2.0,3.0,0.1,1.5,3.0,3,523.3140625
9.0,7.5,2.912795049432761,8,2.0,3.0,0.1,1.5,3.0,4,859.1515625
8.142857142857142,1.8367346938775506,0.9897433186107869,7,0.5,1.0,0.2,0.1,0.2,0,6039.110204081632
8.142857142857142,1.8367346938775506,0.9897433186107869,7,0.5,1.0,0.2,0.1,0.2,1,3040.942857142857
8.142857142857142,1.8367346938775506,0.9897433186107869,7,0.5,1.0,0.2,0.1,0.2,2,3037.942857142857
8.142857142857142,1.8367346938775506,0.9897433186107869,7,0.5,1.0,0.2,0.1,0.2,3,3037.8632653061222
8.142857142857142,1.8367346938775506,0.9897433186107869,7,0.5,1.0,0.2,0.1,0.2,4,40.3265306122449
8.5,10.583333333333334,11.912878185672287,6,0.5,1.0,0.2,0.1,0.2,0,7.980555555555556
8.5,10.583333333333334,11.912878185672287,6,0.5,1.0,0.2,0.1,0.2,1,7.980555555555556
8.5,10.583333333333334,11.912878185672287,6,0.5,1.0,0.2,0.1,0.2,2,1014.2333333333333
8.5,10.583333333333334,11.912878185672287,6,0.5,1.0,0.2,0.1,0.2,3,2020.3666666666666
8.5,10.583333333333334,11.912878185672287,6,0.5,1.0,0.2,0.1,0.2,4,18.822222222222223
9.833333333333334,47.80555555555555,0.9428090415820634,6,0.5,1.0,0.2,0.1,0.2,0,1034.2222222222222
9.833333333333334,47.80555555555555,0.9428090415820634,6,0.5,1.0,0.2,0.1,0.2,1,1034.3472222222222
9.833333333333334,47.80555555555555,0.9428090415820634,6,0.5,1.0,0.2,0.1,0.2,2,1031.8472222222222
9.833333333333334,47.80555555555555,0.9428090415820634,6,0.5,1.0,0.2,0.1,0.2,3,1060.4222222222222
9.833333333333334,47.80555555555555,0.9428090415820634,6,0.5,1.0,0.2,0.1,0.2,4,46.25833333333333
10.625,5.984375,3.7080992435478315,8,0.5,0.5,1.5,0.05,0.2,0,94.8875
10.625,5.984375,3.7080992435478315,8,0.5,0.5,1.5,0.05,0.2,1,85.946875
10.625,5.984375,3.7080992435478315,8,0.5,0.5,1.5,0.05,0.2,2,82.446875
10.625,5.984375,3.7080992435478315,8,0.5,0.5,1.5,0.05,0.2,3,119.0125
10.625,5.984375,3.7080992435478315,8,0.5,0.5,1.5,0.05,0.2,4,94.43046875
10.571428571428571,1.3877551020408168,0.5345224838248488,7,0.5,0.5,1.5,0.05,0.2,0,86.48367346938775
10.571428571428571,1.3877551020408168,0.5345224838248488,7,0.5,0.5,1.5,0.05,0.2,1,80.16326530612245
10.571428571428571,1.3877551020408168,0.5345224838248488,7,0.5,0.5,1.5,0.05,0.2,2,78.62040816326531
10.571428571428571,1.3877551020408168,0.5345224838248488,7,0.5,0.5,1.5,0.05,0.2,3,112.56938775510204
10.571428571428571,1.3877551020408168,0.5345224838248488,7,0.5,0.5,1.5,0.05,0.2,4,83.63469387755103
11.5,2.75,7.399324293474371,4,0.5,1.0,0.2,0.1,0.2,0,1010.2
11.5,2.75,7.399324293474371,4,0.5,1.0,0.2,0.1,0.2,1,1013.075
11.5,2.75,7.399324293474371,4,0.5,1.0,0.2,0.1,0.2,2,1011.575
11.5,2.75,7.399324293474371,4,0.5,1.0,0.2,0.1,0.2,3,1022.1
11.5,2.75,7.399324293474371,4,0.5,1.0,0.2,0.1,0.2,4,31.575
9.0,45.333333333333336,1.3844373104863459,6,0.5,1.0,0.2,0.1,0.2,0,3053.5555555555557
9.0,45.333333333333336,1.3844373104863459,6,0.5,1.0,0.2,0.1,0.2,1,28.72222222222222
9.0,45.333333333333336,1.3844373104863459,6,0.5,1.0,0.2,0.1,0.2,2,1030.2555555555555
9.0,45.333333333333336,1.3844373104863459,6,0.5,1.0,0.2,0.1,0.2,3,1047.888888888889
9.0,45.333333333333336,1.3844373104863459,6,0.5,1.0,0.2,0.1,0.2,4,31.08888888888889
11.833333333333334,9.47222222222222,3.6247605284885913,6,0.5,1.0,0.2,0.1,0.2,0,4039.9333333333334
11.833333333333334,9.47222222222222,3.6247605284885913,6,0.5,1.0,0.2,0.1,0.2,1,3039.788888888889
11.833333333333334,9.47222222222222,3.6247605284885913,6,0.5,1.0,0.2,0.1,0.2,2,2046.7472222222223
11.833333333333334,9.47222222222222,3.6247605284885913,6,0.5,1.0,0.2,0.1,0.2,3,2048.6472222222224
11.833333333333334,9.47222222222222,3.6247605284885913,6,0.5,1.0,0.2,0.1,0.2,4,57.525000000000006
